question_idx,label,type,mean_entropy,max_entropy,entropy_std,mean_logprob,mean_top5_mass,perplexity
142,0,correct,1.4358956,4.9856396,1.4741142,-2.72818400763338,0.87733406,15.305071830749512
142,1,incorrect,1.4417651,4.9856396,1.5592301,-2.295967788904558,0.8785965,9.934043884277344
143,0,correct,1.8006088,5.9434586,1.6906646,-4.153544488440578,0.8360976,63.65923309326172
143,1,incorrect,1.888312,5.9434586,1.7108492,-4.359301312388304,0.82429487,78.20246124267578
144,0,correct,1.709132,4.563941,1.2937852,-2.635013832785189,0.849371,13.94350528717041
144,1,incorrect,1.8460073,4.563941,1.3551377,-3.3940373327996998,0.8287785,29.78596305847168
145,0,correct,1.6589532,4.924003,1.2252607,-4.028279744331604,0.86227757,56.164215087890625
145,1,incorrect,1.2675008,4.924003,1.2879657,-3.3603730729144963,0.8980205,28.799924850463867
146,0,correct,1.6967847,6.436558,1.5313557,-3.058252967722518,0.8462488,21.290325164794922
146,1,incorrect,2.296875,6.43612,1.5383425,-3.7269780666877828,0.77083945,41.5533561706543
147,0,correct,1.8266001,4.52384,1.3278376,-4.313137760282391,0.8256774,74.6744155883789
147,1,incorrect,1.9974308,4.52384,1.3829908,-4.576293522711186,0.81034136,97.15362548828125
148,0,correct,1.655489,6.5256186,1.43905,-3.991120747756213,0.8627479,54.115509033203125
148,1,incorrect,1.787169,6.5256186,1.5028956,-3.3047799464010703,0.8461123,27.2425479888916
149,0,correct,1.7241286,6.1375427,1.4838862,-3.101510152863541,0.8425508,22.231494903564453
149,1,incorrect,2.0095537,6.1375427,1.8463564,-2.8707175957033937,0.8134578,17.649677276611328
150,0,correct,2.2356148,4.52384,1.1498674,-4.700141733305322,0.7847546,109.96277618408203
150,1,incorrect,1.9792963,4.52384,1.347039,-3.32152936677908,0.81012076,27.702686309814453
151,0,correct,1.7564867,3.852063,1.2535233,-4.565936036653032,0.8560964,96.15260314941406
151,1,incorrect,1.8590288,3.852063,1.2112384,-4.652455087110866,0.8488985,104.84209442138672
152,0,correct,1.8965616,6.1815085,1.6296579,-3.282393882030732,0.8096343,26.639469146728516
152,1,incorrect,2.0824723,6.1815085,1.5744164,-3.2785315461767217,0.7794206,26.53678321838379
153,0,correct,1.7403035,7.691185,1.7336953,-3.814530072369962,0.8500364,45.355438232421875
153,1,incorrect,1.7972374,7.691185,1.8745852,-3.4800160403706526,0.8357178,32.46023178100586
154,0,correct,2.0196261,5.776808,1.6962476,-3.559526899876073,0.8156154,35.146568298339844
154,1,incorrect,1.8489286,5.776808,1.7286536,-3.2687727840151637,0.8356594,26.279071807861328
155,0,correct,1.9074154,6.228837,1.8475925,-3.0916288800929723,0.8137597,22.012903213500977
155,1,incorrect,1.7721883,6.228837,1.7492913,-2.2443210801686204,0.83768463,9.434008598327637
156,0,correct,2.0890207,5.8621073,1.4958744,-3.3830187341553115,0.7969042,29.459575653076172
156,1,incorrect,2.0598001,5.8621073,1.4741248,-3.409986178009686,0.8012931,30.264827728271484
157,0,correct,1.2991245,3.6850972,1.2162749,-3.272529408919945,0.90147674,26.377981185913086
157,1,incorrect,1.478303,3.6850972,1.247035,-3.3579825867622275,0.878153,28.731172561645508
158,0,correct,1.6700013,5.5237303,1.5410755,-3.489320664813644,0.8545437,32.763675689697266
158,1,incorrect,2.1084685,5.5237303,1.4508,-3.2201542062684894,0.8147608,25.031980514526367
159,0,correct,1.9494004,5.5237303,1.6543419,-3.6173639375539053,0.8131786,37.23926544189453
159,1,incorrect,2.3554833,5.5237303,1.5856968,-3.784685389035278,0.7742405,44.02181625366211
160,0,correct,1.9649485,7.3505545,1.7434454,-3.673943423266922,0.8417377,39.406982421875
160,1,incorrect,1.7985532,7.3500524,1.7620095,-4.185454834252596,0.85499465,65.723388671875
161,0,correct,2.0780861,7.3505545,1.921938,-3.621674895086991,0.8118529,37.40015411376953
161,1,incorrect,2.1110082,7.3500524,1.8082113,-3.651878392820557,0.8211199,38.547000885009766
162,0,correct,1.8819542,4.9310713,1.562443,-3.5429471675711484,0.8240569,34.56865310668945
162,1,incorrect,1.63063,4.9310713,1.5692339,-2.772564012091607,0.8483015,15.999604225158691
163,0,correct,2.4165976,7.3500524,2.0681996,-4.21354234656319,0.76891285,67.59556579589844
163,1,incorrect,2.4132047,7.348947,1.9771112,-3.8790775118977763,0.7750442,48.37956237792969
164,0,correct,1.8769232,7.3505545,1.8918574,-3.4098541629500687,0.84516627,30.260839462280273
164,1,incorrect,1.8307369,7.3500524,1.8760062,-3.6925828169410426,0.8490862,40.14841079711914
165,0,correct,2.0586305,7.3505545,1.8685889,-3.2314482489600778,0.82284546,25.316299438476562
165,1,incorrect,1.9265245,7.3500524,1.9026387,-4.012936890001098,0.8266727,55.309078216552734
166,0,correct,1.7424212,7.348947,1.7218229,-2.643107200486055,0.84776497,14.05681324005127
166,1,incorrect,1.8008827,7.348947,1.6289543,-3.0256498910388663,0.8547341,20.607391357421875
167,0,correct,1.567662,5.4157763,1.5533165,-2.017037906954992,0.86032623,7.516028881072998
167,1,incorrect,2.4066472,5.4203033,1.5709804,-3.177710670529632,0.7545708,23.99176788330078
168,0,correct,1.4476213,4.9219494,1.5853863,-2.8749113752353876,0.8716505,17.72385597229004
168,1,incorrect,2.0983245,4.9219494,1.478077,-4.104228261479875,0.8082092,60.595947265625
169,0,correct,2.3783655,6.56608,1.7192649,-4.195023385807872,0.7762321,66.35529327392578
169,1,incorrect,2.448321,6.56608,1.7330233,-4.359818307682872,0.76183844,78.24292755126953
170,0,correct,1.8435233,4.2768793,1.2631862,-4.053390411398141,0.8495946,57.59239196777344
170,1,incorrect,1.7223297,4.2768793,1.283638,-4.164426450730603,0.8562372,64.35575866699219
171,0,correct,2.0125968,5.326523,1.5362439,-3.169172629578194,0.81653845,23.787792205810547
171,1,incorrect,2.1333454,5.326523,1.3434889,-2.5616542362946677,0.809534,12.957232475280762
172,0,correct,2.1018543,4.5277324,1.25296,-2.8255525921461717,0.8167971,16.87026596069336
172,1,incorrect,2.0975983,4.5277324,1.302348,-2.447147494647652,0.8092659,11.555335998535156
173,0,correct,1.5569295,3.9970489,1.1560525,-3.3285057490187078,0.87135226,27.89662742614746
173,1,incorrect,1.4976271,3.9970489,1.1360711,-2.83786371845752,0.87880844,17.079238891601562
174,0,correct,1.507231,3.9970489,1.1993119,-3.385042471719013,0.8752653,29.519237518310547
174,1,incorrect,1.5925292,3.9970489,1.1386101,-3.1130226604776303,0.8691175,22.488916397094727
175,0,correct,1.8364153,5.5055323,1.4481654,-3.4724463477513106,0.8395734,32.2154541015625
175,1,incorrect,2.0632658,5.5055323,1.5495155,-3.7065048875849005,0.8075151,40.711265563964844
176,0,correct,1.7452943,5.6593633,1.4421957,-3.795966438612595,0.84246314,44.521240234375
176,1,incorrect,1.9194691,5.6593633,1.3950965,-4.226243989465729,0.82329196,68.45960998535156
177,0,correct,1.8151392,4.588144,1.3213127,-3.296084309130927,0.8299095,27.006677627563477
177,1,incorrect,1.9761273,4.588144,1.3759351,-3.0017072029295377,0.80885893,20.119853973388672
178,0,correct,2.039943,6.0247316,1.6451529,-3.968934369547402,0.8071774,52.92808151245117
178,1,incorrect,2.3237689,6.0141187,1.7377037,-5.464951376559578,0.76277024,236.26429748535156
179,0,correct,1.998676,5.5559063,1.7089381,-3.491214596123124,0.8055235,32.82579040527344
179,1,incorrect,2.4375052,5.5559063,1.7887428,-4.064178955401682,0.7483718,58.21711730957031
180,0,correct,1.6876487,6.159726,1.5707164,-3.7502037016009644,0.83740926,42.52973175048828
180,1,incorrect,2.3880122,6.2111764,1.7920668,-4.069888224385472,0.7578602,58.550411224365234
181,0,correct,1.3009751,5.6914043,1.3989863,-2.5550628072165775,0.8935215,12.872105598449707
181,1,incorrect,1.6842034,5.6914043,1.3967365,-2.8350297718401998,0.8465752,17.03091049194336
182,0,correct,1.7302849,5.6086287,1.5318416,-3.3396793246750294,0.8583548,28.21007537841797
182,1,incorrect,2.099277,5.6070385,1.7473139,-5.027396773453802,0.8093574,152.535400390625
183,0,correct,1.8026886,4.5317736,1.1523341,-3.651018356984215,0.8482834,38.51387023925781
183,1,incorrect,1.8418232,4.5320854,1.2643332,-3.4132275254433524,0.8380155,30.36308479309082
184,0,correct,1.8730499,4.5457153,1.1518112,-3.922152817249298,0.8378393,50.50907516479492
184,1,incorrect,2.158956,4.5457153,1.2473229,-3.659152811687244,0.78656554,38.82843017578125
185,0,correct,1.591622,5.0356636,1.204787,-3.9496077406494057,0.8791787,51.91500473022461
185,1,incorrect,1.4841702,5.0424347,1.3926084,-2.6701850152373567,0.87144727,14.442634582519531
186,0,correct,1.8170334,4.5457153,1.3133245,-2.627968806556651,0.8423987,13.84561824798584
186,1,incorrect,2.1720903,4.5457153,1.4646939,-2.720703935383686,0.7866818,15.191009521484375
187,0,correct,1.1842552,4.5966163,1.0835441,-2.321503553702496,0.91429573,10.190985679626465
187,1,incorrect,1.2955519,4.5966163,1.0448109,-2.5272555325500434,0.9118133,12.5191011428833
188,0,correct,1.3955957,3.782109,1.0635688,-3.1035585048197794,0.89072317,22.277084350585938
188,1,incorrect,1.2753676,3.782109,1.1671574,-3.2824938885128176,0.8875637,26.64212989807129
189,0,correct,1.7871903,6.6459117,1.3697983,-2.638048213229261,0.8444017,13.985882759094238
189,1,incorrect,1.7090043,6.6459117,1.4466584,-2.4108527903372305,0.83901596,11.143461227416992
190,0,correct,1.5040929,4.725497,1.3137307,-2.046276556694824,0.86733884,7.739031791687012
190,1,incorrect,1.6889231,4.7260313,1.2271292,-3.131214585753956,0.8671307,22.901779174804688
191,0,correct,1.6714271,4.346633,1.1571951,-3.6626777445728127,0.8590329,38.96554183959961
191,1,incorrect,1.5435023,4.346633,1.2204214,-3.220701112863882,0.8678964,25.04567527770996
192,0,correct,1.14682,4.5966163,1.2012019,-3.0008794683569304,0.9112391,20.10321044921875
192,1,incorrect,1.4372984,4.5966163,1.2843269,-3.235695891911746,0.8673981,25.424057006835938
193,0,correct,1.5114881,5.885744,1.5377569,-2.867469500078016,0.87736523,17.592445373535156
193,1,incorrect,1.6319976,5.8907566,1.5928477,-2.876185281542488,0.855133,17.746448516845703
194,0,correct,1.4720446,5.3712,1.4792296,-2.7737967343704075,0.8637011,16.01934051513672
194,1,incorrect,1.4563165,5.3712,1.495288,-2.53761719594682,0.87202555,12.649494171142578
195,0,correct,2.0286722,5.146413,1.3392252,-4.401210529584205,0.80629915,81.54950714111328
195,1,incorrect,2.3151443,5.146413,1.2795204,-4.659308216111227,0.78056,105.56300354003906
196,0,correct,1.7597871,3.9809394,1.2148807,-3.3985728441597893,0.8518031,29.921369552612305
196,1,incorrect,1.8490719,3.9809394,1.1857319,-4.184581512280958,0.84350044,65.66603088378906
197,0,correct,2.0091789,7.389824,1.5450592,-3.19462075850202,0.8336169,24.400920867919922
197,1,incorrect,1.7875881,7.389824,1.6678333,-3.0833359597737924,0.8440242,21.831113815307617
198,0,correct,2.3088148,5.891906,1.5760021,-3.908392450772226,0.7920878,49.818790435791016
198,1,incorrect,2.0349817,5.891906,1.7129858,-4.0672207325696945,0.81631774,58.39444351196289
199,0,correct,1.8784461,5.2169247,1.4512464,-3.427133894936346,0.82844627,30.788270950317383
199,1,incorrect,1.7645298,5.2169247,1.4821575,-2.918867789930664,0.8407601,18.520307540893555
